,avg.exp,pct.exp,features.plot,id,avg.exp.scaled,OG
AAEL00583418,10.536052580315,71.5789473684211,AAEL005834,18,0.509500924244017,OG0000006
AAEL00684418,4.12559488729209,40,AAEL006844,18,0.52102365603649,OG0000006
AAEL00694718,10.4262717556255,65.2631578947368,AAEL006947,18,2.5,OG0000004
AAEL00710418,6.17103394855604,53.6842105263158,AAEL007104,18,0.615836675703626,OG0001295
AAEL00813818,5.96015941422333,50.5263157894737,AAEL008138,18,2.29894324533323,OG0000777
AAEL00889418,8.81599161591501,67.3684210526316,AAEL008894,18,0.961632355133238,OG0023874
AAEL01288718,17.5698990256119,77.8947368421053,AAEL012887,18,0.836501031144981,OG0000248
AAEL01312818,4.20813471869563,43.1578947368421,AAEL013128,18,0.521424217281739,OG0001440
AAEL01727218,6.78381350530771,57.8947368421053,AAEL017272,18,1.57648247125946,OG0000006
AAEL01971018,50.0719031219116,98.9473684210526,AAEL019710,18,1.0138640020891,OG0000615
AAEL01976618,20.3351500987086,89.4736842105263,AAEL019766,18,2.17691028412388,OG0000006
AAEL02512518,9.1266472520676,58.9473684210526,AAEL025125,18,1.09126532934262,OG0000006
AAEL00026619,4.20640507731099,51.063829787234,AAEL000266,19,1.56954768547244,OG0000006
AAEL00347319,3.81628160866564,45.7446808510638,AAEL003473,19,2.33726714220266,OG0000004
AAEL00453319,14.4714964419991,92.5531914893617,AAEL004533,19,0.503517105956671,OG0001683
AAEL00498219,4.6277215451398,56.3829787234042,AAEL004982,19,0.978401001305269,OG0000961
AAEL00583419,14.3920889880882,85.1063829787234,AAEL005834,19,1.11039487140501,OG0000006
AAEL00594519,30.8309918135877,100,AAEL005945,19,1.97262443064673,OG0000006
AAEL00595219,11.7972047213282,85.1063829787234,AAEL005952,19,1.02727094012229,OG0000006
AAEL00611319,2.27187645090154,26.5957446808511,AAEL006113,19,1.69102780116287,OG0002608
AAEL00813819,6.15111047301648,62.7659574468085,AAEL008138,19,2.46918028493907,OG0000777
