"","avg.exp","pct.exp","features.plot","id","avg.exp.scaled"
"Pharaoh-ant-1220413",0,0,"Pharaoh-ant-12204","13",-0.177748874606484
"Pharaoh-ant-0521413",0.303014398994953,3.55618776671408,"Pharaoh-ant-05214","13",0.128782681464571
"Pharaoh-ant-1355413",0,0,"Pharaoh-ant-13554","13",-0.370967439585906
"Pharaoh-ant-1140913",0.0342599193543642,0.42674253200569,"Pharaoh-ant-11409","13",-0.168022824224435
"Pharaoh-ant-1242513",0.0483562295246294,0.568990042674253,"Pharaoh-ant-12425","13",0.229625570139376
"Pharaoh-ant-1607113",0.0539187619308343,0.568990042674253,"Pharaoh-ant-16071","13",-1.1144759942435
"Pharaoh-ant-0902713",0,0,"Pharaoh-ant-09027","13",-0.266299555921432
"Pharaoh-ant-1848013",0.0124948815748845,0.284495021337127,"Pharaoh-ant-18480","13",0.525181655058716
"Pharaoh-ant-0066613",0.0200353475311947,0.284495021337127,"Pharaoh-ant-00666","13",2.07135054231528
"Pharaoh-ant-1150713",0.0400705314139048,0.711237553342816,"Pharaoh-ant-11507","13",-0.956043679813438
"Pharaoh-ant-1616213",0,0,"Pharaoh-ant-16162","13",-0.16399993734027
"Pharaoh-ant-0811313",2.97711304987002,30.4409672830725,"Pharaoh-ant-08113","13",-0.415361647032776
"Pharaoh-ant-1006013",0,0,"Pharaoh-ant-10060","13",-0.34554454112684
"Pharaoh-ant-1709513",3.99118093466623,34.4238975817923,"Pharaoh-ant-17095","13",0.677041711641831
"Pharaoh-ant-1811213",0.0481937380327637,0.711237553342816,"Pharaoh-ant-18112","13",-0.69793661478556
"Pharaoh-ant-0773813",0.0100884759339407,0.142247510668563,"Pharaoh-ant-07738","13",-0.740216264246589
"Pharaoh-ant-0010313",0.078582908067828,1.13798008534851,"Pharaoh-ant-00103","13",-0.708201765263466
"Pharaoh-ant-1576113",0.047293309957144,0.568990042674253,"Pharaoh-ant-15761","13",-0.277430038066268
"Pharaoh-ant-1493113",0.47467623789597,5.26315789473684,"Pharaoh-ant-14931","13",0.505203266948823
"Pharaoh-ant-0257313",0.223156731813364,2.84495021337127,"Pharaoh-ant-02573","13",-1.26718508755463
"Pharaoh-ant-1375713",0.455995334404163,5.40540540540541,"Pharaoh-ant-13757","13",-1.32477219283586
"Pharaoh-ant-1370213",0.0295951166846615,0.42674253200569,"Pharaoh-ant-13702","13",-0.692045496584935
"Pharaoh-ant-0421413",0.0756681408386977,0.85348506401138,"Pharaoh-ant-04214","13",-0.445696624149132
"Pharaoh-ant-0527913",0,0,"Pharaoh-ant-05279","13",-0.929995665778098
"Pharaoh-ant-1205113",23.3798660314279,91.6073968705548,"Pharaoh-ant-12051","13",2.5
"Pharaoh-ant-0869213",0.0761992759338782,0.711237553342816,"Pharaoh-ant-08692","13",1.49115919010068
"Pharaoh-ant-1831113",0,0,"Pharaoh-ant-18311","13",-0.365155929132667
"Pharaoh-ant-1847713",0,0,"Pharaoh-ant-18477","13",-0.407876799915934
"Pharaoh-ant-1616113",0.00936454974776585,0.142247510668563,"Pharaoh-ant-16161","13",0.425182377159787
"Pharaoh-ant-1539113",0.560632527328311,6.9701280227596,"Pharaoh-ant-15391","13",-0.39900334077481
"Pharaoh-ant-0287313",1.53692770617212,16.927453769559,"Pharaoh-ant-02873","13",-0.702318410191244
"Pharaoh-ant-1230813",0.359861459857486,4.2674253200569,"Pharaoh-ant-12308","13",0.738041034936601
"Pharaoh-ant-1007113",0.720000546116227,7.11237553342817,"Pharaoh-ant-10071","13",-0.288888759769265
"Pharaoh-ant-1029913",1.72373777315224,18.9189189189189,"Pharaoh-ant-10299","13",0.583311423348117
"Pharaoh-ant-1043013",0,0,"Pharaoh-ant-10430","13",-0.36508269289653
"Pharaoh-ant-1847913",0.0227333211905513,0.284495021337127,"Pharaoh-ant-18479","13",-0.0955096956978895
"Pharaoh-ant-2014713",0.0129906402437044,0.142247510668563,"Pharaoh-ant-20147","13",-0.40092290216121
"Pharaoh-ant-0325713",0.250876072228557,3.55618776671408,"Pharaoh-ant-03257","13",0.562682164382588
"Pharaoh-ant-1882113",0,0,"Pharaoh-ant-18821","13",-0.873010770350513
"Pharaoh-ant-1579913",0.0804318746099601,1.13798008534851,"Pharaoh-ant-15799","13",-0.605214856491558
"Pharaoh-ant-0207713",0,0,"Pharaoh-ant-02077","13",-0.197464853929702
"Pharaoh-ant-0072613",0.439859351356701,5.26315789473684,"Pharaoh-ant-00726","13",0.0605686872711996
"Pharaoh-ant-1498613",0,0,"Pharaoh-ant-14986","13",-0.174437706439243
"Pharaoh-ant-1241513",0.0120855998868788,0.142247510668563,"Pharaoh-ant-12415","13",-0.30828891799461
"Pharaoh-ant-0731213",0.0143829636671955,0.142247510668563,"Pharaoh-ant-07312","13",1.3411141295345
"Pharaoh-ant-1084113",0.0334578639835204,0.568990042674253,"Pharaoh-ant-10841","13",-1.06751100994407
"Pharaoh-ant-0564313",4.6593433637925,39.8293029871977,"Pharaoh-ant-05643","13",0.903760010142899
"Pharaoh-ant-1847613",0.00403768125655871,0.142247510668563,"Pharaoh-ant-18476","13",-0.239424094674149
"Pharaoh-ant-0512913",0.232516144314396,2.7027027027027,"Pharaoh-ant-05129","13",-0.102988288025644
"Pharaoh-ant-1084413",0.0218414284528683,0.42674253200569,"Pharaoh-ant-10844","13",-0.283411876407669
"Pharaoh-ant-1111313",0.017353778525415,0.284495021337127,"Pharaoh-ant-11113","13",0.0528924349087118
"Pharaoh-ant-0909313",0,0,"Pharaoh-ant-09093","13",-0.708420350900188
"Pharaoh-ant-0908813",0,0,"Pharaoh-ant-09088","13",-0.552225713499077
"Pharaoh-ant-1100413",1.13413063396829,13.5135135135135,"Pharaoh-ant-11004","13",0.834372486799439
"Pharaoh-ant-1177213",0,0,"Pharaoh-ant-11772","13",-0.504047578382102
"Pharaoh-ant-0122413",0.0419307592755051,0.42674253200569,"Pharaoh-ant-01224","13",0.22157743240199
"Pharaoh-ant-0066713",0.0306204797938131,0.568990042674253,"Pharaoh-ant-00667","13",1.53586375711914
"Pharaoh-ant-0124513",0.470401123838362,6.9701280227596,"Pharaoh-ant-01245","13",0.084747584933996
"Pharaoh-ant-0665313",0.0102520728409775,0.142247510668563,"Pharaoh-ant-06653","13",-0.0005912235951674
"Pharaoh-ant-0908713",0.104729085007414,1.42247510668563,"Pharaoh-ant-09087","13",-1.2951799148477
"Pharaoh-ant-1848313",0,0,"Pharaoh-ant-18483","13",-0.354538833954254
"Pharaoh-ant-1669213",0.179093199240416,2.27596017069701,"Pharaoh-ant-16692","13",-0.418114414220118
"Pharaoh-ant-1113813",0.843195953057721,9.95732574679943,"Pharaoh-ant-11138","13",2.33456403180204
"Pharaoh-ant-1209913",0.783173529119297,8.81934566145092,"Pharaoh-ant-12099","13",-0.00253261009876839
"Pharaoh-ant-1526913",0.0612006828496844,0.711237553342816,"Pharaoh-ant-15269","13",-0.630156847001937
"Pharaoh-ant-0518613",0.240321505519877,2.56045519203414,"Pharaoh-ant-05186","13",-0.34488102074063
"Pharaoh-ant-1519313",0.178266770962374,1.99146514935989,"Pharaoh-ant-15193","13",-0.565326807768831
"Pharaoh-ant-1789313",0,0,"Pharaoh-ant-17893","13",-0.511447233652775
"Pharaoh-ant-1371613",0.0849357840728373,1.42247510668563,"Pharaoh-ant-13716","13",-0.425199538405746
